ra,dec,deVRad_r,z,diametro_kpc
194.938450491772,27.4510478828732,2.415873,0.1210304,10.40960343184743
194.864873630887,27.4054924974124,1.875373,0.3946675,19.875349125882458
194.488521223767,27.8092977774282,1.880046,0.1123694,7.594011036182827
194.632082698935,27.8528724291194,1.63415,0.2095207,11.076165862438577
195.499763117672,27.7840874136442,3.297409,0.2556219,25.98820929816914
194.904027128526,28.4806454969945,10.4934,0.1437696,52.378669002351565
195.171933217562,28.4550079095845,1.331899,0.1445744,6.679608032780745
195.204632400079,28.4637010336769,2.046136,0.3962415,21.73872160147557
194.770499294517,28.8956921697656,2.819956,0.4098906,30.590030214264104
194.862938073005,27.2598959856794,2.759052,0.1880695,17.172708925493666
194.899614617548,27.2618614852929,1.477739,0.214624,10.204954561583044
195.378433221704,27.3037504688486,6.37488,0.1473716,32.489629909328535
195.479082505384,27.1642977989979,4.27719,0.2044369,28.439476633512065
195.424241185455,27.1208241086323,5.527059,0.2022658,36.44338808505648
194.307751496589,28.2176060871586,2.86186,0.2599745,22.837110389534732
194.56335150504,27.1047074776565,4.179879,0.1760421,24.668256281270406
194.890702605262,27.1016812471785,6.465939,0.1421337,31.96529107320499
193.896910125097,27.518057604659,2.40302,0.4228139,26.560796622149912
195.053831789297,27.3965124924273,5.51643,0.2984323,48.59422045168191
195.626934564136,27.4081476459827,3.383605,0.2277763,24.458741190272907
194.044017326648,27.8623936044475,2.341473,0.1564261,12.54207115100099
194.077999712473,27.876387607518,1.414548,0.1555014,7.539798867304156
194.014671883334,27.9184825939358,1.665829,0.1541399,8.814484906786468
194.050374452647,28.0184082575151,4.937147,0.1114794,19.804190436921047
194.791553421884,28.2921338221619,1.871678,0.4087487,20.268896135350655
195.297446541986,28.3379045686398,8.32727,0.2220844,59.04093719978871
